"id_produto","nome_produto","preco","categoria_id","marca_id","fornecedor_id","data_estoque","status"
"4148","Bola de Futebol","54.94","1","7","7","2023-05-31","Vendido"
"4149","Chocolate","513.62","5","2","10","2023-01-27","Estoque"
"4150","Chocolate","1876.19","2","2","1","2021-11-21","Vendido"
"4151","Bola de Futebol","1331.85","2","1","10","2022-01-11","Vendido"
"4152","Celular","1942.75","3","3","2","2021-01-21","Estoque"
"4153","Bola de Futebol","1878.43","5","8","3","2023-03-16","Vendido"
"4154","Livro de Ficção","1645.54","1","2","3","2022-04-09","Estoque"
"4155","Bola de Futebol","1703.75","4","3","3","2022-08-11","Estoque"
"4156","Livro de Ficção","1465.63","2","1","2","2023-04-07","Vendido"
"4157","Bola de Futebol","1746.41","2","2","1","2021-05-09","Vendido"
"4158","Chocolate","1843.55","3","9","3","2020-06-19","Vendido"
"4159","Livro de Ficção","1190.11","5","2","10","2021-01-01","Vendido"
"4160","Celular","1732.58","4","2","1","2022-03-17","Estoque"
"4161","Bola de Futebol","989.86","4","1","4","2022-02-23","Vendido"
"4162","Celular","27.18","5","2","5","2021-06-27","Vendido"
"4163","Livro de Ficção","1864.41","1","1","6","2023-05-25","Vendido"
"4164","Chocolate","1084.34","1","10","3","2023-06-15","Estoque"
"4165","Bola de Futebol","1713.62","4","9","8","2021-11-09","Vendido"
"4166","Chocolate","429.54","2","9","4","2023-04-19","Vendido"
"4167","Camisa","1788.63","2","1","4","2023-03-24","Vendido"
"4168","Camisa","232.05","2","9","6","2022-12-10","Vendido"
"4169","Chocolate","1965.79","2","6","2","2022-05-29","Vendido"
"4170","Bola de Futebol","28.42","1","2","2","2022-05-02","Estoque"
"4171","Livro de Ficção","656.28","1","8","6","2020-08-18","Estoque"
"4172","Celular","1267.73","2","6","2","2020-07-28","Vendido"
"4173","Camisa","105.14","4","4","2","2021-10-08","Vendido"
"4174","Camisa","826.45","2","3","2","2022-11-02","Vendido"
"4175","Camisa","1413.07","2","1","10","2023-06-01","Vendido"
"4176","Chocolate","1549.45","3","1","7","2023-01-27","Vendido"
"4177","Livro de Ficção","433.78","4","3","4","2021-05-05","Vendido"
"4178","Bola de Futebol","520.56","4","1","2","2020-05-30","Vendido"
"4179","Celular","136.77","4","10","8","2023-05-11","Vendido"
"4180","Bola de Futebol","257.28","1","6","2","2021-01-29","Vendido"
"4181","Chocolate","1353.24","3","8","3","2020-01-07","Vendido"
"4182","Livro de Ficção","1545.66","1","10","4","2022-01-24","Vendido"
"4183","Camisa","500.96","2","10","2","2022-11-10","Estoque"
"4184","Bola de Futebol","451.34","1","2","1","2021-08-19","Vendido"
"4185","Chocolate","526.09","1","2","4","2021-11-24","Vendido"
"4186","Bola de Futebol","1510.26","2","1","2","2023-10-22","Vendido"
"4187","Celular","213.77","1","8","2","2023-01-21","Vendido"
"4188","Livro de Ficção","179.84","3","2","1","2022-12-17","Vendido"
"4189","Bola de Futebol","1971.85","5","4","2","2023-01-12","Estoque"
"4190","Camisa","1390.13","5","1","3","2021-11-07","Vendido"
"4191","Camisa","1109.36","2","6","2","2023-02-24","Vendido"
"4192","Chocolate","511.94","2","3","2","2020-12-02","Vendido"
"4193","Bola de Futebol","1278.55","2","7","8","2022-05-18","Vendido"
"4194","Chocolate","1135.67","4","7","7","2021-11-25","Vendido"
"4195","Celular","860.2","3","5","7","2023-10-02","Estoque"
"4196","Chocolate","901.28","1","10","2","2023-07-08","Estoque"
"4197","Camisa","1922.22","1","2","5","2022-11-08","Vendido"
"4198","Bola de Futebol","1867.39","4","2","6","2020-01-10","Estoque"
"4199","Camisa","1172.57","1","4","1","2020-05-09","Vendido"
"4200","Chocolate","1187.89","1","1","4","2022-10-03","Estoque"
"4201","Livro de Ficção","254.97","1","10","2","2020-09-03","Estoque"
"4202","Celular","679.72","2","3","6","2023-10-22","Vendido"
"4203","Chocolate","1500.96","3","7","1","2021-04-16","Vendido"
"4204","Livro de Ficção","633.79","1","4","5","2022-11-24","Vendido"
"4205","Livro de Ficção","1550.38","1","2","6","2022-10-26","Estoque"
"4206","Bola de Futebol","1318.35","3","9","2","2022-12-31","Estoque"
"4207","Celular","950.4","1","6","1","2021-01-25","Vendido"
"4208","Celular","1940.93","5","10","5","2021-03-06","Vendido"
"4209","Celular","1849.64","2","2","2","2022-06-14","Vendido"
"4210","Camisa","1368.52","1","7","9","2020-11-25","Vendido"
"4211","Bola de Futebol","725.42","2","2","4","2022-11-19","Vendido"
"4212","Celular","1065.05","1","2","1","2022-08-11","Estoque"
"4213","Livro de Ficção","1423.68","4","5","9","2022-12-08","Vendido"
"4214","Celular","813.14","1","1","9","2023-10-09","Vendido"
"4215","Chocolate","943.28","3","3","9","2022-11-14","Vendido"
"4216","Livro de Ficção","1581.3","4","2","1","2020-07-23","Vendido"
"4217","Camisa","1010.31","3","6","5","2021-11-06","Vendido"
"4218","Camisa","564.57","2","4","3","2022-05-31","Estoque"
"4219","Camisa","1915.03","2","3","2","2022-09-04","Vendido"
"4220","Livro de Ficção","945.68","1","8","1","2022-12-24","Vendido"
"4221","Bola de Futebol","1142.84","3","10","3","2021-01-11","Estoque"
"4222","Chocolate","1409.68","5","1","8","2022-06-27","Vendido"
"4223","Celular","1303.48","5","4","1","2021-07-28","Vendido"
"4224","Livro de Ficção","17.48","2","4","3","2020-12-14","Estoque"
"4225","Livro de Ficção","1337.56","4","2","1","2022-12-31","Vendido"
"4226","Bola de Futebol","1563.1","5","1","3","2022-08-14","Vendido"
"4227","Camisa","168.03","2","10","9","2020-06-14","Vendido"
"4228","Bola de Futebol","1741.02","1","4","9","2021-12-12","Estoque"
"4229","Livro de Ficção","925.89","5","4","3","2022-08-23","Vendido"
"4230","Celular","476.47","2","2","3","2020-01-12","Vendido"
"4231","Camisa","1738.03","3","1","2","2021-03-07","Vendido"
"4232","Celular","1862.93","1","3","4","2022-04-25","Estoque"
"4233","Livro de Ficção","1955.5","5","10","6","2023-04-17","Vendido"
"4234","Camisa","1737.99","4","3","7","2022-12-25","Vendido"
"4235","Celular","1079.99","1","2","4","2023-04-06","Vendido"
"4236","Livro de Ficção","1225.88","1","3","7","2021-03-26","Vendido"
"4237","Livro de Ficção","678.25","1","1","3","2020-11-25","Vendido"
"4238","Chocolate","940.07","1","9","5","2023-03-22","Vendido"
"4239","Celular","1979.65","3","7","10","2020-12-19","Estoque"
"4240","Celular","160.99","1","1","3","2020-06-05","Estoque"
"4241","Livro de Ficção","769.9","3","9","1","2021-01-04","Vendido"
"4242","Bola de Futebol","714.48","1","10","3","2020-03-17","Vendido"
"4243","Celular","826.17","1","2","3","2021-01-28","Estoque"
"4244","Celular","156.51","1","1","5","2021-05-21","Estoque"
"4245","Chocolate","630.32","1","1","2","2021-12-10","Vendido"
"4246","Celular","18.28","2","8","1","2022-11-14","Vendido"
"4247","Bola de Futebol","1257.31","2","2","7","2022-03-21","Estoque"
"4248","Livro de Ficção","223","2","10","1","2023-05-05","Estoque"
"4249","Livro de Ficção","407.7","3","10","1","2023-06-11","Estoque"
"4250","Camisa","440.92","5","2","1","2022-01-02","Vendido"
"4251","Bola de Futebol","1474.48","3","10","3","2021-11-19","Vendido"
"4252","Bola de Futebol","1922.18","2","1","7","2021-04-03","Vendido"
"4253","Celular","876.48","1","5","10","2020-03-22","Vendido"
"4254","Celular","1123.64","4","10","10","2023-01-29","Estoque"
"4255","Livro de Ficção","1064.74","3","1","8","2021-02-17","Vendido"
"4256","Bola de Futebol","219.71","2","7","4","2022-02-10","Vendido"
"4257","Camisa","1253.93","2","7","7","2020-06-29","Vendido"
"4258","Celular","753.03","2","10","4","2020-10-15","Vendido"
"4259","Livro de Ficção","890.33","2","3","6","2022-07-31","Vendido"
"4260","Chocolate","434.57","3","2","2","2022-04-03","Estoque"
"4261","Bola de Futebol","1321.17","1","6","6","2022-11-01","Vendido"
"4262","Celular","192.24","2","3","10","2022-01-02","Vendido"
"4263","Livro de Ficção","1450.22","1","1","5","2020-08-23","Vendido"
"4264","Bola de Futebol","961.62","4","4","4","2021-12-17","Vendido"
"4265","Chocolate","517.12","2","8","4","2022-07-31","Vendido"
"4266","Bola de Futebol","1200.07","2","1","2","2022-02-16","Vendido"
"4267","Camisa","17.07","1","1","3","2021-11-27","Vendido"
"4268","Bola de Futebol","1807.79","1","2","4","2022-01-16","Vendido"
"4269","Bola de Futebol","1678.63","1","2","10","2022-11-02","Vendido"
"4270","Camisa","990","1","2","5","2022-12-25","Vendido"
"4271","Bola de Futebol","400.64","1","6","2","2021-06-04","Vendido"
"4272","Camisa","1589.26","4","10","2","2022-05-11","Vendido"
"4273","Chocolate","33","2","2","2","2021-03-06","Vendido"
"4274","Camisa","141.94","1","1","3","2022-07-04","Vendido"
"4275","Chocolate","1328.41","4","5","8","2022-06-06","Vendido"
"4276","Chocolate","1823.1","4","8","8","2022-01-28","Vendido"
"4277","Bola de Futebol","662.96","4","4","3","2020-08-06","Estoque"
"4278","Celular","1784.48","2","3","2","2021-05-25","Vendido"
"4279","Chocolate","155.3","5","2","9","2023-10-16","Vendido"
"4280","Camisa","1551.12","4","2","10","2022-05-21","Vendido"
"4281","Camisa","687.32","1","2","2","2023-01-10","Vendido"
"4282","Camisa","1893.28","5","3","9","2023-05-31","Vendido"
"4283","Bola de Futebol","262.46","1","10","10","2022-07-08","Vendido"
"4284","Bola de Futebol","1447.4","1","3","8","2021-11-17","Vendido"
"4285","Chocolate","1919.72","1","1","1","2022-02-21","Vendido"
"4286","Camisa","1146.72","3","1","6","2022-10-13","Vendido"
"4287","Livro de Ficção","1589.88","2","2","1","2023-01-23","Estoque"
"4288","Chocolate","698.25","2","3","4","2022-12-29","Vendido"
"4289","Livro de Ficção","1834.02","3","7","1","2023-04-29","Vendido"
"4290","Livro de Ficção","1573.46","5","4","2","2022-06-10","Vendido"
"4291","Bola de Futebol","765.23","2","3","4","2022-12-08","Vendido"
"4292","Celular","471.42","1","2","6","2023-02-26","Vendido"
"4293","Bola de Futebol","1657.67","1","2","9","2023-02-28","Vendido"
"4294","Camisa","433.67","4","1","4","2022-05-25","Estoque"
"4295","Chocolate","1698","3","2","5","2022-01-30","Vendido"
"4296","Bola de Futebol","1550.65","4","1","2","2021-12-07","Vendido"
"4297","Camisa","1119.87","2","10","7","2023-01-10","Vendido"
"4298","Bola de Futebol","1198.5","4","6","1","2021-11-21","Vendido"
"4299","Celular","726.86","1","7","1","2021-10-25","Estoque"
"4300","Bola de Futebol","1883.22","5","5","7","2022-09-24","Estoque"
"4301","Camisa","849.22","5","1","2","2022-12-16","Vendido"
"4302","Camisa","1371.17","2","3","4","2022-09-03","Vendido"
"4303","Bola de Futebol","161.25","4","1","8","2021-12-01","Vendido"
"4304","Camisa","704.65","5","3","2","2022-01-20","Estoque"
"4305","Camisa","1583.68","4","1","6","2023-05-12","Vendido"
"4306","Celular","1867.71","5","6","2","2022-01-25","Vendido"
"4307","Camisa","821.97","1","3","9","2021-11-05","Vendido"
"4308","Camisa","280.16","4","1","2","2023-08-13","Vendido"
"4309","Livro de Ficção","1473.6","1","10","2","2022-11-04","Vendido"
"4310","Chocolate","691.7","5","10","2","2020-07-16","Vendido"
"4311","Chocolate","159.64","1","10","1","2021-10-26","Vendido"
"4312","Celular","616.99","5","6","1","2022-11-03","Vendido"
"4313","Bola de Futebol","1290.31","1","1","8","2023-04-27","Estoque"
"4314","Bola de Futebol","205.77","3","8","1","2020-09-01","Estoque"
"4315","Chocolate","1141.17","5","3","5","2021-04-08","Vendido"
"4316","Celular","1148.21","1","10","4","2021-10-12","Estoque"
"4317","Livro de Ficção","338.97","5","3","8","2020-12-26","Vendido"
"4318","Chocolate","1609.2","2","8","5","2023-06-11","Vendido"
"4319","Bola de Futebol","950.2","1","10","8","2020-01-29","Estoque"
"4320","Celular","1410.93","2","7","1","2020-07-13","Vendido"
"4321","Celular","830.69","4","10","7","2023-02-17","Vendido"
"4322","Chocolate","902.35","5","10","5","2023-08-21","Vendido"
"4323","Chocolate","635.5","2","5","1","2023-09-11","Vendido"
"4324","Celular","1969.25","2","9","1","2021-04-15","Estoque"
"4325","Livro de Ficção","551.71","4","9","10","2021-01-07","Vendido"
"4326","Livro de Ficção","54.35","2","1","6","2021-01-23","Vendido"
"4327","Livro de Ficção","381.24","3","6","8","2022-09-18","Vendido"
"4328","Celular","257.6","1","1","2","2021-10-02","Vendido"
"4329","Livro de Ficção","1696.17","5","3","3","2021-06-07","Vendido"
"4330","Celular","392.09","3","6","9","2022-10-16","Vendido"
"4331","Bola de Futebol","473.29","3","3","4","2022-09-24","Vendido"
"4332","Bola de Futebol","332.04","5","3","4","2021-01-17","Estoque"
"4333","Bola de Futebol","812.3","2","10","6","2023-05-21","Estoque"
"4334","Livro de Ficção","449.87","2","5","8","2021-10-14","Vendido"
"4335","Livro de Ficção","356.68","2","2","4","2022-09-02","Vendido"
"4336","Camisa","1649.19","2","3","4","2022-11-02","Vendido"
"4337","Chocolate","1529.54","3","6","3","2022-05-10","Vendido"
"4338","Livro de Ficção","79.76","5","10","1","2021-12-01","Vendido"
"4339","Camisa","1043.41","2","1","7","2021-03-18","Vendido"
"4340","Livro de Ficção","333.19","4","2","1","2022-08-21","Vendido"
"4341","Chocolate","1943.64","3","9","3","2021-05-05","Vendido"
"4342","Bola de Futebol","441.78","2","4","9","2021-04-01","Vendido"
"4343","Livro de Ficção","214.8","5","9","2","2022-12-06","Vendido"
"4344","Livro de Ficção","1092.23","2","7","4","2023-07-08","Vendido"
"4345","Bola de Futebol","862.53","2","1","6","2022-10-15","Vendido"
"4346","Livro de Ficção","1994.68","2","3","2","2022-12-27","Estoque"
"4347","Celular","339.11","1","8","4","2020-05-05","Vendido"
"4348","Bola de Futebol","1691.32","5","3","8","2022-08-24","Vendido"
"4349","Livro de Ficção","604.3","1","4","5","2023-09-27","Vendido"
"4350","Celular","92.34","1","1","4","2023-01-22","Vendido"
"4351","Chocolate","1806.37","1","1","1","2020-10-31","Vendido"
"4352","Bola de Futebol","1257.57","2","9","2","2022-03-05","Vendido"
"4353","Camisa","1289.97","4","1","2","2022-11-28","Vendido"
"4354","Chocolate","680.32","5","1","2","2020-11-11","Vendido"
"4355","Camisa","336.09","1","5","8","2022-01-12","Vendido"
"4356","Celular","144.46","5","4","3","2022-09-10","Vendido"
"4357","Bola de Futebol","795.62","2","1","4","2022-11-05","Estoque"
"4358","Celular","1484.47","1","9","5","2020-12-04","Vendido"
"4359","Chocolate","312.36","2","1","4","2021-11-11","Estoque"
"4360","Chocolate","1320.96","5","1","1","2022-11-02","Vendido"
"4361","Bola de Futebol","1335.54","5","9","2","2020-05-20","Vendido"
"4362","Bola de Futebol","1247.45","3","1","2","2021-03-11","Estoque"
"4363","Camisa","775.62","2","8","2","2021-04-22","Estoque"
"4364","Livro de Ficção","1383.28","2","2","2","2023-05-17","Vendido"
"4365","Celular","1190.8","2","2","1","2020-11-18","Vendido"
"4366","Camisa","1238.2","4","7","2","2023-06-22","Vendido"
"4367","Livro de Ficção","1610.48","5","1","1","2023-10-30","Vendido"
"4368","Livro de Ficção","1996.47","1","3","2","2022-11-29","Vendido"
"4369","Camisa","940.22","4","10","2","2021-08-29","Vendido"
"4370","Chocolate","107.6","2","2","2","2021-02-07","Vendido"
"4371","Bola de Futebol","1106.89","2","2","10","2020-08-23","Vendido"
"4372","Livro de Ficção","1041.83","3","3","1","2023-08-09","Vendido"
"4373","Celular","511.38","5","5","8","2022-11-25","Vendido"
"4374","Livro de Ficção","1118.01","5","3","2","2023-01-20","Vendido"
"4375","Livro de Ficção","1566.74","2","1","2","2022-03-24","Vendido"
"4376","Livro de Ficção","98.97","5","6","6","2023-06-27","Vendido"
"4377","Celular","539.29","2","3","2","2020-09-07","Vendido"
"4378","Celular","1882.78","5","1","7","2023-05-15","Vendido"
"4379","Livro de Ficção","1462.09","5","2","1","2023-06-27","Vendido"
"4380","Livro de Ficção","1176.7","1","3","2","2022-08-13","Vendido"
"4381","Bola de Futebol","1782.09","2","2","2","2020-06-02","Estoque"
"4382","Celular","791.73","1","10","10","2022-04-02","Vendido"
"4383","Camisa","610.84","3","1","2","2021-04-23","Vendido"
"4384","Bola de Futebol","699.16","2","8","3","2021-07-12","Vendido"
"4385","Chocolate","38.6","1","10","5","2022-05-01","Vendido"
"4386","Chocolate","915.95","1","1","3","2021-04-21","Vendido"
"4387","Bola de Futebol","242.15","1","8","7","2023-02-15","Vendido"
"4388","Chocolate","1164.52","3","5","1","2021-02-18","Vendido"
"4389","Camisa","777.04","1","7","2","2022-11-22","Vendido"
"4390","Chocolate","1632.03","1","10","1","2022-12-27","Vendido"
"4391","Livro de Ficção","1912.14","2","8","4","2020-04-20","Vendido"
"4392","Celular","372.33","2","1","10","2022-11-27","Vendido"
"4393","Livro de Ficção","682.89","2","7","10","2023-01-06","Vendido"
"4394","Livro de Ficção","1725.16","5","3","2","2023-04-05","Vendido"
"4395","Bola de Futebol","365.13","2","6","7","2022-12-04","Estoque"
"4396","Camisa","470.71","2","2","2","2021-04-20","Vendido"
"4397","Chocolate","1692.56","5","5","3","2023-08-09","Vendido"
"4398","Chocolate","1976.88","2","8","1","2022-09-17","Vendido"
"4399","Chocolate","410.64","3","7","2","2023-10-05","Vendido"
"4400","Livro de Ficção","909.18","4","4","5","2023-09-29","Vendido"
"4401","Camisa","825.39","2","1","4","2022-05-01","Vendido"
"4402","Chocolate","1901.26","1","1","5","2020-12-30","Vendido"
"4403","Celular","1610.65","5","4","7","2023-05-22","Vendido"
"4404","Camisa","1979.27","2","6","1","2022-01-30","Vendido"
"4405","Camisa","24.06","2","8","1","2022-11-26","Vendido"
"4406","Bola de Futebol","1319.11","3","4","1","2020-06-09","Vendido"
"4407","Celular","93.9","3","3","9","2022-05-27","Vendido"
"4408","Camisa","1663.96","2","5","4","2021-12-18","Estoque"
"4409","Chocolate","100.97","1","1","2","2022-06-06","Estoque"
"4410","Chocolate","1248.32","4","1","1","2022-08-22","Vendido"
"4411","Chocolate","1216.71","2","1","8","2023-03-22","Vendido"
"4412","Bola de Futebol","704.79","4","1","5","2020-12-29","Estoque"
"4413","Celular","1478.88","4","5","4","2022-12-04","Vendido"
"4414","Chocolate","1124.51","2","2","5","2022-12-10","Vendido"
"4415","Livro de Ficção","1822.92","4","8","8","2020-07-05","Estoque"
"4416","Bola de Futebol","167.82","1","9","6","2022-03-01","Vendido"
"4417","Camisa","719.3","2","3","7","2022-01-20","Vendido"
"4418","Bola de Futebol","1404.2","3","3","7","2022-01-10","Vendido"
"4419","Livro de Ficção","818.52","2","7","4","2021-12-12","Vendido"
"4420","Celular","1663.87","4","2","2","2022-02-06","Vendido"
"4421","Camisa","141.33","5","2","8","2023-09-27","Estoque"
"4422","Camisa","856.93","2","5","8","2021-01-23","Vendido"
"4423","Camisa","630.63","5","3","9","2023-05-29","Vendido"
"4424","Livro de Ficção","1881.3","3","2","1","2023-09-06","Vendido"
"4425","Chocolate","220.5","4","7","4","2021-11-22","Vendido"
"4426","Camisa","88.91","4","7","4","2021-01-30","Vendido"
"4427","Camisa","1191.28","3","1","1","2022-07-24","Vendido"
"4428","Chocolate","1615.28","5","6","1","2021-05-20","Vendido"
"4429","Livro de Ficção","1228.1","3","2","1","2021-01-09","Vendido"
"4430","Celular","913.66","1","9","3","2023-04-05","Vendido"
"4431","Chocolate","847.62","2","2","2","2022-05-30","Vendido"
"4432","Camisa","195.75","4","4","7","2020-05-16","Vendido"
"4433","Livro de Ficção","1560.83","1","1","7","2022-01-17","Vendido"
"4434","Bola de Futebol","1108.88","2","9","7","2023-05-12","Vendido"
"4435","Bola de Futebol","1026.84","1","7","4","2023-01-21","Vendido"
"4436","Livro de Ficção","1784.77","5","6","9","2020-01-19","Estoque"
"4437","Chocolate","1375.2","1","4","6","2023-10-02","Estoque"
"4438","Livro de Ficção","1940.8","3","6","3","2021-07-16","Vendido"
"4439","Bola de Futebol","564.66","1","2","8","2020-12-04","Vendido"
"4440","Livro de Ficção","540.55","3","9","1","2020-12-27","Vendido"
"4441","Livro de Ficção","1763.71","2","1","7","2021-04-01","Vendido"
"4442","Chocolate","907.08","3","1","1","2022-10-23","Vendido"
"4443","Bola de Futebol","1717.5","3","4","4","2022-08-02","Vendido"
"4444","Bola de Futebol","690.22","4","1","1","2021-05-04","Vendido"
"4445","Bola de Futebol","763.81","3","7","5","2021-05-07","Estoque"
"4446","Chocolate","1831.26","5","1","5","2021-09-11","Vendido"
"4447","Bola de Futebol","619.28","4","2","5","2022-11-15","Estoque"
"4448","Camisa","146.1","3","1","4","2021-04-04","Vendido"
"4449","Camisa","1281.43","3","4","4","2020-11-13","Vendido"
"4450","Camisa","651.21","4","5","8","2022-02-08","Vendido"
"4451","Livro de Ficção","1447.72","3","8","1","2021-05-28","Vendido"
"4452","Chocolate","643.6","1","3","6","2020-12-21","Vendido"
"4453","Bola de Futebol","509.22","2","3","4","2021-12-26","Vendido"
"4454","Livro de Ficção","432.41","2","1","5","2022-10-30","Estoque"
"4455","Chocolate","1726.22","5","6","7","2022-09-18","Vendido"
"4456","Bola de Futebol","1756.78","5","3","1","2022-07-30","Vendido"
"4457","Chocolate","367.17","1","6","2","2022-01-26","Vendido"
"4458","Celular","1906.6","1","3","8","2021-02-17","Vendido"
"4459","Celular","865.16","4","10","1","2020-01-27","Vendido"
"4460","Camisa","1497.52","4","10","8","2022-07-27","Vendido"
"4461","Chocolate","1591.44","1","5","7","2023-01-16","Estoque"
"4462","Celular","1640.13","1","1","8","2023-05-21","Vendido"
"4463","Livro de Ficção","1619.53","2","2","3","2021-10-24","Vendido"
"4464","Livro de Ficção","1453.54","4","4","8","2022-09-07","Vendido"
"4465","Livro de Ficção","1820.41","3","3","3","2021-09-21","Vendido"
"4466","Chocolate","1806.31","5","4","4","2020-10-29","Vendido"
"4467","Celular","251.48","4","8","6","2020-02-14","Vendido"
"4468","Chocolate","461.05","2","2","9","2022-03-23","Vendido"
"4469","Livro de Ficção","1561.59","2","3","3","2021-02-17","Estoque"
"4470","Chocolate","926.29","1","4","4","2021-10-03","Vendido"
"4471","Chocolate","1510.44","4","3","1","2021-02-14","Estoque"
"4472","Livro de Ficção","970.04","2","7","3","2021-06-25","Vendido"
"4473","Livro de Ficção","1273.97","2","3","3","2021-04-22","Vendido"
"4474","Livro de Ficção","1498.53","4","8","4","2020-11-19","Vendido"
"4475","Bola de Futebol","398.7","1","1","3","2021-01-09","Vendido"
"4476","Celular","695.67","5","1","3","2023-03-29","Vendido"
"4477","Livro de Ficção","1559.78","2","1","3","2022-09-09","Vendido"
"4478","Celular","324.99","3","9","1","2021-07-11","Vendido"
"4479","Bola de Futebol","577.26","2","6","7","2023-05-22","Vendido"
"4480","Livro de Ficção","1591.64","3","2","10","2022-01-03","Vendido"
"4481","Livro de Ficção","195.22","2","1","9","2020-08-18","Vendido"
"4482","Camisa","123.76","2","7","4","2023-08-20","Vendido"
"4483","Bola de Futebol","1122.48","2","6","1","2020-08-16","Vendido"
"4484","Livro de Ficção","512.51","5","1","4","2020-01-17","Vendido"
"4485","Celular","851.94","1","2","7","2020-04-18","Vendido"
"4486","Livro de Ficção","421.06","3","5","8","2022-12-11","Vendido"
"4487","Camisa","1532.75","2","8","2","2020-11-27","Vendido"
"4488","Bola de Futebol","1809.3","2","2","1","2023-06-05","Vendido"
"4489","Chocolate","951.39","4","2","3","2022-05-09","Vendido"
"4490","Celular","803.22","5","2","1","2021-08-24","Vendido"
"4491","Livro de Ficção","1480.01","1","3","4","2021-02-26","Estoque"
"4492","Livro de Ficção","312.46","1","10","7","2022-04-16","Vendido"
"4493","Bola de Futebol","121.08","4","1","10","2020-11-07","Vendido"
"4494","Chocolate","694.88","5","9","4","2021-12-28","Vendido"
"4495","Bola de Futebol","340.9","1","1","9","2021-11-02","Estoque"
"4496","Celular","1653.15","5","3","10","2022-10-20","Vendido"
"4497","Camisa","863.19","3","1","1","2020-11-05","Estoque"
"4498","Bola de Futebol","1832.84","3","1","2","2020-10-31","Vendido"
"4499","Camisa","570.37","2","2","3","2023-01-07","Estoque"
"4500","Chocolate","574.82","1","1","4","2023-03-14","Estoque"
"4501","Camisa","1416.23","1","6","3","2022-12-01","Estoque"
"4502","Chocolate","727.32","2","6","1","2022-12-03","Vendido"
"4503","Livro de Ficção","548.5","1","4","6","2022-02-21","Vendido"
"4504","Chocolate","1481.13","2","10","5","2022-07-21","Vendido"
"4505","Bola de Futebol","874.72","2","6","1","2022-03-26","Estoque"
"4506","Celular","761.31","2","2","4","2021-11-10","Vendido"
"4507","Camisa","640.18","2","3","1","2022-12-24","Vendido"
"4508","Camisa","1320.69","2","8","5","2021-10-16","Vendido"
"4509","Celular","805.65","1","1","5","2023-04-12","Vendido"
"4510","Chocolate","355.7","4","4","1","2022-11-20","Estoque"
"4511","Livro de Ficção","789.76","4","1","10","2020-07-22","Vendido"
"4512","Livro de Ficção","249.81","4","4","1","2023-07-29","Vendido"
"4513","Camisa","1329.27","4","1","2","2021-12-27","Vendido"
"4514","Chocolate","452.25","3","5","1","2022-12-13","Vendido"
"4515","Bola de Futebol","125.42","1","6","6","2023-05-19","Vendido"
"4516","Bola de Futebol","1063.86","5","2","1","2022-01-08","Vendido"
"4517","Chocolate","1976.28","5","5","4","2022-05-18","Vendido"
"4518","Chocolate","1172.67","2","1","2","2021-03-15","Vendido"
"4519","Celular","1134.21","4","5","1","2023-03-29","Estoque"
"4520","Camisa","479.86","1","1","3","2021-05-17","Estoque"
"4521","Celular","371.11","4","1","2","2021-02-11","Vendido"
"4522","Chocolate","1074.06","5","6","5","2020-01-27","Vendido"
"4523","Bola de Futebol","931.95","2","1","3","2021-07-31","Vendido"
"4524","Celular","521.83","3","1","9","2022-05-29","Vendido"
"4525","Livro de Ficção","139.04","1","7","1","2023-09-28","Vendido"
"4526","Celular","308.2","1","1","1","2022-12-21","Vendido"
"4527","Camisa","924.47","5","2","2","2022-11-15","Estoque"
"4528","Camisa","59.48","3","1","6","2022-11-26","Vendido"
"4529","Bola de Futebol","1492.66","5","3","8","2023-07-31","Vendido"
"4530","Bola de Futebol","1596.55","2","9","2","2020-08-03","Vendido"
"4531","Chocolate","484.47","2","1","7","2021-12-04","Vendido"
"4532","Livro de Ficção","1305.86","1","3","5","2022-01-14","Vendido"
"4533","Livro de Ficção","1032.67","1","1","2","2022-09-24","Vendido"
"4534","Bola de Futebol","115.04","1","4","4","2021-07-14","Vendido"
"4535","Livro de Ficção","936.8","2","2","10","2021-01-17","Estoque"
"4536","Livro de Ficção","446.09","5","10","8","2020-10-17","Vendido"
"4537","Bola de Futebol","45.27","2","2","10","2021-03-08","Vendido"
"4538","Camisa","659.72","3","2","4","2023-06-21","Estoque"
"4539","Camisa","771.43","4","9","3","2021-03-06","Estoque"
"4540","Celular","1048.63","2","6","4","2020-05-08","Vendido"
"4541","Livro de Ficção","1451.1","4","1","3","2020-03-08","Vendido"
"4542","Camisa","124.31","5","10","6","2022-05-30","Estoque"
"4543","Chocolate","297.05","5","7","2","2021-08-24","Vendido"
"4544","Chocolate","69.36","3","1","8","2021-07-28","Estoque"
"4545","Chocolate","814.28","4","1","2","2020-12-17","Vendido"
"4546","Chocolate","953.07","4","3","1","2022-02-09","Vendido"
"4547","Camisa","1160.53","4","7","1","2022-01-25","Vendido"
"4548","Chocolate","284.61","2","3","5","2022-11-14","Vendido"
"4549","Bola de Futebol","1854.81","5","2","1","2021-08-04","Estoque"
"4550","Chocolate","674.51","1","3","10","2022-01-06","Vendido"
"4551","Livro de Ficção","1526.93","4","6","7","2022-10-01","Vendido"
"4552","Bola de Futebol","876.12","1","2","7","2023-05-04","Vendido"
"4553","Celular","441.2","5","1","10","2023-07-17","Vendido"
"4554","Livro de Ficção","666.68","2","1","4","2020-05-13","Vendido"
